20211105013016,1636101016,10.2.1.3,0.713
20211105013017,1636101017,10.2.1.3,0.132
20211105013018,1636101018,10.2.1.3,0.146
20211105013019,1636101019,10.2.1.3,0.231
20211105013020,1636101020,10.2.1.3,0.153
20211105013021,1636101021,10.2.1.3,0.144
20211105013022,1636101022,10.2.1.3,0.169
20211105013023,1636101023,10.2.1.3,0.233
20211105013024,1636101024,10.2.1.3,0.151
20211105013025,1636101025,10.2.1.3,0.185
20211105013026,1636101026,10.2.1.3,0.186
20211105013027,1636101027,10.2.1.3,0.148
20211105013028,1636101028,10.2.1.3,0.196
20211105013029,1636101029,10.2.1.3,0.184
20211105013030,1636101030,10.2.1.3,0.187
20211105013031,1636101031,10.2.1.3,0.147
20211105013032,1636101032,10.2.1.3,0.123
20211105013033,1636101033,10.2.1.3,0.151
20211105013034,1636101034,10.2.1.3,0.131
20211105013035,1636101035,10.2.1.3,0.151
20211105013036,1636101036,10.2.1.3,0.159
20211105013037,1636101037,10.2.1.3,0.132
20211105013038,1636101038,10.2.1.3,0.146
20211105013039,1636101039,10.2.1.3,0.143
20211105013040,1636101040,10.2.1.3,0.159
20211105013041,1636101041,10.2.1.3,0.144
20211105013042,1636101042,10.2.1.3,0.130
20211105013043,1636101043,10.2.1.3,0.130
20211105013044,1636101044,10.2.1.3,0.145
20211105013045,1636101045,10.2.1.3,0.133
20211105013046,1636101046,10.2.1.3,0.145
20211105013047,1636101047,10.2.1.3,0.163
20211105013048,1636101048,10.2.1.3,0.146
20211105013049,1636101049,10.2.1.3,0.145
20211105013050,1636101050,10.2.1.3,0.148
20211105013051,1636101051,10.2.1.3,0.143
20211105013052,1636101052,10.2.1.3,0.155
20211105013053,1636101053,10.2.1.3,0.153
20211105013054,1636101054,10.2.1.3,0.158
20211105013055,1636101055,10.2.1.3,0.141
20211105013056,1636101056,10.2.1.3,0.150
20211105013057,1636101057,10.2.1.3,0.147
20211105013058,1636101058,10.2.1.3,0.145
20211105013059,1636101059,10.2.1.3,0.163
20211105013100,1636101060,10.2.1.3,0.118
20211105013101,1636101061,10.2.1.3,0.164
20211105013102,1636101062,10.2.1.3,0.134
20211105013103,1636101063,10.2.1.3,0.146
20211105013104,1636101064,10.2.1.3,0.147
