20211101080908,1635779348,10.0.0.3,0.337
20211101080909,1635779349,10.0.0.3,0.143
20211101080910,1635779350,10.0.0.3,0.057
20211101080911,1635779351,10.0.0.3,0.105
20211101080912,1635779352,10.0.0.3,0.102
20211101080913,1635779353,10.0.0.3,0.030
20211101080914,1635779354,10.0.0.3,0.057
20211101080915,1635779355,10.0.0.3,0.103
20211101080916,1635779356,10.0.0.3,0.070
20211101080917,1635779357,10.0.0.3,0.108
20211101080918,1635779358,10.0.0.3,0.065
20211101080919,1635779359,10.0.0.3,0.108
20211101080920,1635779360,10.0.0.3,0.102
20211101080921,1635779361,10.0.0.3,0.090
20211101080922,1635779362,10.0.0.3,0.107
20211101080923,1635779363,10.0.0.3,0.048
20211101080924,1635779364,10.0.0.3,0.048
20211101080925,1635779365,10.0.0.3,0.041
20211101080926,1635779366,10.0.0.3,0.097
20211101080927,1635779367,10.0.0.3,0.108
20211101080928,1635779368,10.0.0.3,0.101
20211101080929,1635779369,10.0.0.3,0.073
20211101080930,1635779370,10.0.0.3,0.072
20211101080931,1635779371,10.0.0.3,0.054
20211101080932,1635779372,10.0.0.3,0.052
20211101080933,1635779373,10.0.0.3,0.040
20211101080934,1635779374,10.0.0.3,0.039
20211101080935,1635779375,10.0.0.3,0.067
20211101080936,1635779376,10.0.0.3,0.041
20211101080937,1635779377,10.0.0.3,0.055
20211101080938,1635779378,10.0.0.3,0.040
20211101080939,1635779379,10.0.0.3,0.085
20211101080940,1635779380,10.0.0.3,0.055
20211101080941,1635779381,10.0.0.3,0.040
20211101080942,1635779382,10.0.0.3,0.040
20211101080943,1635779383,10.0.0.3,0.041
20211101080944,1635779384,10.0.0.3,0.042
20211101080945,1635779385,10.0.0.3,0.042
20211101080946,1635779386,10.0.0.3,0.043
20211101080947,1635779387,10.0.0.3,0.096
20211101080948,1635779388,10.0.0.3,0.069
20211101080949,1635779389,10.0.0.3,0.071
20211101080950,1635779390,10.0.0.3,0.042
20211101080951,1635779391,10.0.0.3,0.043
20211101080952,1635779392,10.0.0.3,0.042
20211101080953,1635779393,10.0.0.3,0.041
20211101080954,1635779394,10.0.0.3,0.044
20211101080955,1635779395,10.0.0.3,0.088
20211101080956,1635779396,10.0.0.3,0.041
20211101080957,1635779397,10.0.0.3,0.041
20211101080958,1635779398,10.0.0.3,0.043
20211101080959,1635779399,10.0.0.3,0.043
20211101081000,1635779400,10.0.0.3,0.054
20211101081001,1635779401,10.0.0.3,0.045
20211101081002,1635779402,10.0.0.3,0.038
20211101081003,1635779403,10.0.0.3,0.044
20211101081004,1635779404,10.0.0.3,0.041
